190.184.216.0/24,BR,BR-RS,Caxias do Sul,
2804:741c:7f00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:7f80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:8000::/41,BR,BR-RS,Caxias do Sul,
2804:741c:8080::/41,BR,BR-RS,Caxias do Sul,
2804:741c:8100::/41,BR,BR-RS,Caxias do Sul,
2804:741c:8180::/41,BR,BR-RS,Caxias do Sul,
2804:741c:8200::/41,BR,BR-RS,Caxias do Sul,
2804:741c:8280::/41,BR,BR-RS,Caxias do Sul,
2804:741c:8300::/41,BR,BR-RS,Caxias do Sul,
2804:741c:8380::/41,BR,BR-RS,Caxias do Sul,
2804:741c:8400::/41,BR,BR-RS,Caxias do Sul,
2804:741c:8480::/41,BR,BR-RS,Caxias do Sul,
2804:741c:8500::/41,BR,BR-RS,Caxias do Sul,
2804:741c:8580::/41,BR,BR-RS,Caxias do Sul,
2804:741c:8600::/41,BR,BR-RS,Caxias do Sul,
2804:741c:8680::/41,BR,BR-RS,Caxias do Sul,
2804:741c:8700::/41,BR,BR-RS,Caxias do Sul,
2804:741c:8780::/41,BR,BR-RS,Caxias do Sul,
2804:741c:8800::/41,BR,BR-RS,Caxias do Sul,
2804:741c:8880::/41,BR,BR-RS,Caxias do Sul,
2804:741c:8900::/41,BR,BR-RS,Caxias do Sul,
2804:741c:8980::/41,BR,BR-RS,Caxias do Sul,
2804:741c:8a00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:8a80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:8b00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:8b80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:8c00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:8c80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:8d00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:8d80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:8e00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:8e80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:8f00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:8f80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:9000::/41,BR,BR-RS,Caxias do Sul,
2804:741c:9080::/41,BR,BR-RS,Caxias do Sul,
2804:741c:9100::/41,BR,BR-RS,Caxias do Sul,
2804:741c:9180::/41,BR,BR-RS,Caxias do Sul,
2804:741c:9200::/41,BR,BR-RS,Caxias do Sul,
2804:741c:9280::/41,BR,BR-RS,Caxias do Sul,
2804:741c:9300::/41,BR,BR-RS,Caxias do Sul,
2804:741c:9380::/41,BR,BR-RS,Caxias do Sul,
2804:741c:9400::/41,BR,BR-RS,Caxias do Sul,
2804:741c:9480::/41,BR,BR-RS,Caxias do Sul,
2804:741c:9500::/41,BR,BR-RS,Caxias do Sul,
2804:741c:9580::/41,BR,BR-RS,Caxias do Sul,
2804:741c:9600::/41,BR,BR-RS,Caxias do Sul,
2804:741c:9680::/41,BR,BR-RS,Caxias do Sul,
2804:741c:9700::/41,BR,BR-RS,Caxias do Sul,
2804:741c:9780::/41,BR,BR-RS,Caxias do Sul,
2804:741c:9800::/41,BR,BR-RS,Caxias do Sul,
2804:741c:9880::/41,BR,BR-RS,Caxias do Sul,
2804:741c:9900::/41,BR,BR-RS,Caxias do Sul,
2804:741c:9980::/41,BR,BR-RS,Caxias do Sul,
2804:741c:9a00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:9a80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:9b00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:9b80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:9c00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:9c80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:9d00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:9d80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:9e00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:9e80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:9f00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:9f80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:a000::/41,BR,BR-RS,Caxias do Sul,
2804:741c:a080::/41,BR,BR-RS,Caxias do Sul,
2804:741c:a100::/41,BR,BR-RS,Caxias do Sul,
2804:741c:a180::/41,BR,BR-RS,Caxias do Sul,
2804:741c:a200::/41,BR,BR-RS,Caxias do Sul,
2804:741c:a280::/41,BR,BR-RS,Caxias do Sul,
2804:741c:a300::/41,BR,BR-RS,Caxias do Sul,
2804:741c:a380::/41,BR,BR-RS,Caxias do Sul,
2804:741c:a400::/41,BR,BR-RS,Caxias do Sul,
2804:741c:a480::/41,BR,BR-RS,Caxias do Sul,
2804:741c:a500::/41,BR,BR-RS,Caxias do Sul,
2804:741c:a580::/41,BR,BR-RS,Caxias do Sul,
2804:741c:a600::/41,BR,BR-RS,Caxias do Sul,
2804:741c:a680::/41,BR,BR-RS,Caxias do Sul,
2804:741c:a700::/41,BR,BR-RS,Caxias do Sul,
2804:741c:a780::/41,BR,BR-RS,Caxias do Sul,
2804:741c:a800::/41,BR,BR-RS,Caxias do Sul,
2804:741c:a880::/41,BR,BR-RS,Caxias do Sul,
2804:741c:a900::/41,BR,BR-RS,Caxias do Sul,
2804:741c:a980::/41,BR,BR-RS,Caxias do Sul,
2804:741c:aa00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:aa80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:ab00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:ab80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:ac00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:ac80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:ad00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:ad80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:ae00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:ae80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:af00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:af80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:b000::/41,BR,BR-RS,Caxias do Sul,
2804:741c:b080::/41,BR,BR-RS,Caxias do Sul,
2804:741c:b100::/41,BR,BR-RS,Caxias do Sul,
2804:741c:b180::/41,BR,BR-RS,Caxias do Sul,
2804:741c:b200::/41,BR,BR-RS,Caxias do Sul,
2804:741c:b280::/41,BR,BR-RS,Caxias do Sul,
2804:741c:b300::/41,BR,BR-RS,Caxias do Sul,
2804:741c:b380::/41,BR,BR-RS,Caxias do Sul,
2804:741c:b400::/41,BR,BR-RS,Caxias do Sul,
2804:741c:b480::/41,BR,BR-RS,Caxias do Sul,
2804:741c:b500::/41,BR,BR-RS,Caxias do Sul,
2804:741c:b580::/41,BR,BR-RS,Caxias do Sul,
2804:741c:b600::/41,BR,BR-RS,Caxias do Sul,
2804:741c:b680::/41,BR,BR-RS,Caxias do Sul,
2804:741c:b700::/41,BR,BR-RS,Caxias do Sul,
2804:741c:b780::/41,BR,BR-RS,Caxias do Sul,
2804:741c:b800::/41,BR,BR-RS,Caxias do Sul,
2804:741c:b880::/41,BR,BR-RS,Caxias do Sul,
2804:741c:b900::/41,BR,BR-RS,Caxias do Sul,
2804:741c:b980::/41,BR,BR-RS,Caxias do Sul,
2804:741c:ba00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:ba80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:bb00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:bb80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:bc00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:bc80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:bd00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:bd80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:be00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:be80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:bf00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:bf80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:c000::/41,BR,BR-RS,Caxias do Sul,
2804:741c:c080::/41,BR,BR-RS,Caxias do Sul,
2804:741c:c100::/41,BR,BR-RS,Caxias do Sul,
2804:741c:c180::/41,BR,BR-RS,Caxias do Sul,
2804:741c:c200::/41,BR,BR-RS,Caxias do Sul,
2804:741c:c280::/41,BR,BR-RS,Caxias do Sul,
2804:741c:c300::/41,BR,BR-RS,Caxias do Sul,
2804:741c:c380::/41,BR,BR-RS,Caxias do Sul,
2804:741c:c400::/41,BR,BR-RS,Caxias do Sul,
2804:741c:c480::/41,BR,BR-RS,Caxias do Sul,
2804:741c:c500::/41,BR,BR-RS,Caxias do Sul,
2804:741c:c580::/41,BR,BR-RS,Caxias do Sul,
2804:741c:c600::/41,BR,BR-RS,Caxias do Sul,
2804:741c:c680::/41,BR,BR-RS,Caxias do Sul,
2804:741c:c700::/41,BR,BR-RS,Caxias do Sul,
2804:741c:c780::/41,BR,BR-RS,Caxias do Sul,
2804:741c:c800::/41,BR,BR-RS,Caxias do Sul,
2804:741c:c880::/41,BR,BR-RS,Caxias do Sul,
2804:741c:c900::/41,BR,BR-RS,Caxias do Sul,
2804:741c:c980::/41,BR,BR-RS,Caxias do Sul,
2804:741c:ca00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:ca80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:cb00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:cb80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:cc00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:cc80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:cd00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:cd80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:ce00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:ce80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:cf00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:cf80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:d000::/41,BR,BR-RS,Caxias do Sul,
2804:741c:d080::/41,BR,BR-RS,Caxias do Sul,
2804:741c:d100::/41,BR,BR-RS,Caxias do Sul,
2804:741c:d180::/41,BR,BR-RS,Caxias do Sul,
2804:741c:d200::/41,BR,BR-RS,Caxias do Sul,
2804:741c:d280::/41,BR,BR-RS,Caxias do Sul,
2804:741c:d300::/41,BR,BR-RS,Caxias do Sul,
2804:741c:d380::/41,BR,BR-RS,Caxias do Sul,
2804:741c:d400::/41,BR,BR-RS,Caxias do Sul,
2804:741c:d480::/41,BR,BR-RS,Caxias do Sul,
2804:741c:d500::/41,BR,BR-RS,Caxias do Sul,
2804:741c:d580::/41,BR,BR-RS,Caxias do Sul,
2804:741c:d600::/41,BR,BR-RS,Caxias do Sul,
2804:741c:d680::/41,BR,BR-RS,Caxias do Sul,
2804:741c:d700::/41,BR,BR-RS,Caxias do Sul,
2804:741c:d780::/41,BR,BR-RS,Caxias do Sul,
2804:741c:d800::/41,BR,BR-RS,Caxias do Sul,
2804:741c:d880::/41,BR,BR-RS,Caxias do Sul,
2804:741c:d900::/41,BR,BR-RS,Caxias do Sul,
2804:741c:d980::/41,BR,BR-RS,Caxias do Sul,
2804:741c:da00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:da80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:db00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:db80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:dc00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:dc80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:dd00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:dd80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:de00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:de80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:df00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:df80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:e000::/41,BR,BR-RS,Caxias do Sul,
2804:741c:e080::/41,BR,BR-RS,Caxias do Sul,
2804:741c:e100::/41,BR,BR-RS,Caxias do Sul,
2804:741c:e180::/41,BR,BR-RS,Caxias do Sul,
2804:741c:e200::/41,BR,BR-RS,Caxias do Sul,
2804:741c:e280::/41,BR,BR-RS,Caxias do Sul,
2804:741c:e300::/41,BR,BR-RS,Caxias do Sul,
2804:741c:e380::/41,BR,BR-RS,Caxias do Sul,
2804:741c:e400::/41,BR,BR-RS,Caxias do Sul,
2804:741c:e480::/41,BR,BR-RS,Caxias do Sul,
2804:741c:e500::/41,BR,BR-RS,Caxias do Sul,
2804:741c:e580::/41,BR,BR-RS,Caxias do Sul,
2804:741c:e600::/41,BR,BR-RS,Caxias do Sul,
2804:741c:e680::/41,BR,BR-RS,Caxias do Sul,
2804:741c:e700::/41,BR,BR-RS,Caxias do Sul,
2804:741c:e780::/41,BR,BR-RS,Caxias do Sul,
2804:741c:e800::/41,BR,BR-RS,Caxias do Sul,
2804:741c:e880::/41,BR,BR-RS,Caxias do Sul,
2804:741c:e900::/41,BR,BR-RS,Caxias do Sul,
2804:741c:e980::/41,BR,BR-RS,Caxias do Sul,
2804:741c:ea00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:ea80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:eb00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:eb80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:ec00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:ec80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:ed00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:ed80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:ee00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:ee80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:ef00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:ef80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:f000::/41,BR,BR-RS,Caxias do Sul,
2804:741c:f080::/41,BR,BR-RS,Caxias do Sul,
2804:741c:f100::/41,BR,BR-RS,Caxias do Sul,
2804:741c:f180::/41,BR,BR-RS,Caxias do Sul,
2804:741c:f200::/41,BR,BR-RS,Caxias do Sul,
2804:741c:f280::/41,BR,BR-RS,Caxias do Sul,
2804:741c:f300::/41,BR,BR-RS,Caxias do Sul,
2804:741c:f380::/41,BR,BR-RS,Caxias do Sul,
2804:741c:f400::/41,BR,BR-RS,Caxias do Sul,
2804:741c:f480::/41,BR,BR-RS,Caxias do Sul,
2804:741c:f500::/41,BR,BR-RS,Caxias do Sul,
2804:741c:f580::/41,BR,BR-RS,Caxias do Sul,
2804:741c:f600::/41,BR,BR-RS,Caxias do Sul,
2804:741c:f680::/41,BR,BR-RS,Caxias do Sul,
2804:741c:f700::/41,BR,BR-RS,Caxias do Sul,
2804:741c:f780::/41,BR,BR-RS,Caxias do Sul,
2804:741c:f800::/41,BR,BR-RS,Caxias do Sul,
2804:741c:f880::/41,BR,BR-RS,Caxias do Sul,
2804:741c:f900::/41,BR,BR-RS,Caxias do Sul,
2804:741c:f980::/41,BR,BR-RS,Caxias do Sul,
2804:741c:fa00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:fa80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:fb00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:fb80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:fc00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:fc80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:fd00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:fd80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:fe00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:fe80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:ff00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:ff80::/41,BR,BR-RS,Caxias do Sul,
